time_s,segment,joint1_pos,joint2_pos,joint3_pos,joint1_vel,joint2_vel,joint3_vel,joint1_acc,joint2_acc,joint3_acc,gripper_pos
0.46,1,3.72423636503197,-2.37565333184011,-15.4518977094017,-0.0139144185923454,0.00264963420286754,0.0352273504273504,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.48,1,3.72395202691291,-2.37559918714118,-15.4511778461538,-0.0145193933137517,0.00276483568994873,0.0367589743589744,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.5,1,3.72365558929942,-2.37554273841251,-15.4504273504274,-0.015124368035158,0.00288003717702993,0.0382905982905983,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.52,1,3.72334705219151,-2.3754839856541,-15.4496462222222,-0.0157293427565644,0.00299523866411113,0.0398222222222222,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.54,1,3.72302641558916,-2.37542292886595,-15.4488344615385,-0.0163343174779707,0.00311044015119233,0.0413538461538462,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.56,1,3.72269367949239,-2.37535956804805,-15.4479920683761,-0.016939292199377,0.00322564163827352,0.0428854700854701,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.58,1,3.72234884390119,-2.37529390320042,-15.447119042735,-0.0175442669207833,0.00334084312535472,0.044417094017094,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.6,1,3.72199190881556,-2.37522593432304,-15.4462153846154,-0.0181492416421897,0.00345604461243592,0.045948717948718,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.62,1,3.7216228742355,-2.37515566141592,-15.4452810940171,-0.018754216363596,0.00357124609951712,0.0474803418803419,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.64,1,3.72124174016101,-2.37508308447906,-15.4443161709402,-0.0193591910850023,0.00368644758659831,0.0490119658119658,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.66,1,3.7208485065921,-2.37500820351246,-15.4433206153846,-0.0199641658064086,0.00380164907367951,0.0505435897435898,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.68,1,3.72044317352876,-2.37493101851611,-15.4422944273504,-0.0205691405278149,0.00391685056076071,0.0520752136752137,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.7,1,3.72002574097099,-2.37485152949003,-15.4412376068376,-0.0211741152492213,0.0040320520478419,0.0536068376068376,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.72,1,3.71959620891879,-2.3747697364342,-15.4401501538462,-0.0217790899706276,0.0041472535349231,0.0551384615384615,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.74,1,3.71915457737216,-2.37468563934863,-15.4390320683761,-0.0223840646920339,0.0042624550220043,0.0566700854700855,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.76,1,3.71870084633111,-2.37459923823332,-15.4378833504274,-0.0229890394134402,0.0043776565090855,0.0582017094017094,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.78,1,3.71823501579562,-2.37451053308826,-15.436704,-0.0235940141348466,0.00449285799616669,0.0597333333333333,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.8,1,3.71775708576571,-2.37441952391347,-15.435494017094,-0.0241989888562529,0.00460805948324789,0.0612649572649573,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.82,1,3.71726705624137,-2.37432621070894,-15.4342534017094,-0.0248039635776592,0.00472326097032909,0.0627965811965812,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.84,1,3.71676492722261,-2.37423059347466,-15.4329821538462,-0.0254089382990655,0.00483846245741028,0.0643282051282051,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.86,1,3.71625069870941,-2.37413267221064,-15.4316802735043,-0.0260139130204718,0.00495366394449148,0.0658598290598291,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.88,1,3.71572437070179,-2.37403244691688,-15.4303477606838,-0.0266188877418782,0.00506886543157268,0.067391452991453,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.9,1,3.71518594319974,-2.37392991759338,-15.4289846153846,-0.0272238624632845,0.00518406691865388,0.0689230769230769,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.92,1,3.71463541620326,-2.37382508424013,-15.4275908376068,-0.0278288371846908,0.00529926840573507,0.0704547008547009,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.94,1,3.71407278971235,-2.37371794685715,-15.4261664273504,-0.0284338119060971,0.00541446989281627,0.0719863247863248,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.96,1,3.71349806372701,-2.37360850544442,-15.4247113846154,-0.0290387866275034,0.00552967137989747,0.0735179487179487,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
0.98,1,3.71291123824725,-2.37349676000195,-15.4232257094017,-0.0296437613489098,0.00564487286697867,0.0750495726495727,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1,1,3.71231231327306,-2.37338271052974,-15.4217094017094,-0.0302487360703161,0.00576007435405986,0.0765811965811966,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.02,1,3.71170128880444,-2.37326635702779,-15.4201624615385,-0.0308537107917224,0.00587527584114106,0.0781128205128205,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.04,1,3.71107816484139,-2.37314769949609,-15.4185848888889,-0.0314586855131287,0.00599047732822226,0.0796444444444445,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.06,1,3.71044294138391,-2.37302673793466,-15.4169766837607,-0.0320636602345351,0.00610567881530346,0.0811760683760684,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.08,1,3.70979561843201,-2.37290347234348,-15.4153378461538,-0.0326686349559414,0.00622088030238465,0.0827076923076923,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.1,1,3.70913619598567,-2.37277790272256,-15.4136683760684,-0.0332736096773477,0.00633608178946585,0.0842393162393163,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.12,1,3.70846467404491,-2.3726500290719,-15.4119682735043,-0.033878584398754,0.00645128327654705,0.0857709401709402,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.14,1,3.70778105260972,-2.3725198513915,-15.4102375384615,-0.0344835591201604,0.00656648476362824,0.0873025641025641,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.16,1,3.70708533168011,-2.37238736968136,-15.4084761709402,-0.0350885338415667,0.00668168625070944,0.088834188034188,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.18,1,3.70637751125606,-2.37225258394147,-15.4066841709402,-0.035693508562973,0.00679688773779064,0.090365811965812,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.2,1,3.70565759133759,-2.37211549417185,-15.4048615384615,-0.0362984832843793,0.00691208922487184,0.0918974358974359,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.22,1,3.70492557192469,-2.37197610037248,-15.4030082735043,-0.0369034580057856,0.00702729071195303,0.0934290598290598,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.24,1,3.70418145301736,-2.37183440254337,-15.4011243760684,-0.037508432727192,0.00714249219903423,0.0949606837606838,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.26,1,3.7034252346156,-2.37169040068452,-15.3992098461538,-0.0381134074485983,0.00725769368611543,0.0964923076923077,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.28,1,3.70265691671941,-2.37154409479592,-15.3972646837607,-0.0387183821700046,0.00737289517319663,0.0980239316239316,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.3,1,3.7018764993288,-2.37139548487759,-15.3952888888889,-0.0393233568914109,0.00748809666027782,0.0995555555555556,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.32,1,3.70108398244375,-2.37124457092951,-15.3932824615385,-0.0399283316128172,0.00760329814735902,0.10108717948718,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.34,1,3.70027936606428,-2.37109135295169,-15.3912454017094,-0.0405333063342236,0.00771849963444022,0.102618803418803,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.36,1,3.69946265019039,-2.37093583094414,-15.3891777094017,-0.0411382810556299,0.00783370112152141,0.104150427350427,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.38,1,3.69863383482206,-2.37077800490683,-15.3870793846154,-0.0417432557770362,0.00794890260860261,0.105682051282051,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.4,1,3.6977929199593,-2.37061787483979,-15.3849504273504,-0.0423482304984425,0.00806410409568381,0.107213675213675,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.42,1,3.69693990560212,-2.37045544074301,-15.3827908376068,-0.0429532052198489,0.00817930558276501,0.108745299145299,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.44,1,3.69607479175051,-2.37029070261648,-15.3806006153846,-0.0435581799412552,0.0082945070698462,0.110276923076923,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.46,1,3.69519757840447,-2.37012366046021,-15.3783797606838,-0.0441631546626615,0.0084097085569274,0.111808547008547,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.48,1,3.694308265564,-2.3699543142742,-15.3761282735043,-0.0447681293840678,0.0085249100440086,0.113340170940171,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.5,1,3.69340685322911,-2.36978266405845,-15.3738461538462,-0.0453731041054741,0.0086401115310898,0.114871794871795,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.52,1,3.69249334139979,-2.36960870981296,-15.3715334017094,-0.0459780788268805,0.00875531301817099,0.116403418803419,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.54,1,3.69156773007603,-2.36943245153773,-15.369190017094,-0.0465830535482868,0.00887051450525219,0.117935042735043,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.56,1,3.69063001925785,-2.36925388923275,-15.366816,-0.0471880282696931,0.00898571599233339,0.119466666666667,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.58,1,3.68968020894525,-2.36907302289803,-15.3644113504274,-0.0477930029910994,0.00910091747941458,0.120998290598291,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.6,1,3.68871829913821,-2.36888985253357,-15.3619760683761,-0.0483979777125058,0.00921611896649578,0.122529914529915,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.62,1,3.68774428983675,-2.36870437813937,-15.3595101538462,-0.0490029524339121,0.00933132045357698,0.124061538461538,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
1.64,1,3.68675818104085,-2.36851659971543,-15.3570136068376,-0.0496079271553184,0.00944652194065818,0.125593162393162,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
